        C-B     huma    wosa    xomu    kyga    vyqa    guhe    lyzu    poma    puga    wely

M-             4    0.44    0.00    0.02    0.00    0.01    0.00    0.00    0.00    0.01    0.00
M-            51    0.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            55    0.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            37    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-             1    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            69    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            91    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.03    0.00    0.00
M-             5    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            39    0.00    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            81    0.00    0.00    0.10    0.00    0.00    0.00    0.00    0.12    0.00    0.00
M-            13    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            96    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            40    0.00    0.00    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            16    0.00    0.00    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            65    0.00    0.00    0.02    0.00    0.07    0.00    0.00    0.00    0.00    0.00
M-            46    0.00    0.00    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-            21    0.00    0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
M-           242    0.00    0.00    0.01    0.00    0.04    0.00    0.00    0.00    0.00    0.00
M-             0    0.00    0.00    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00
M-            22    0.00    0.00    0.00    0.18    0.00    0.00    0.00    0.00    0.00    0.01
M-            78    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00
M-            68    0.00    0.00    0.00    0.08    0.01    0.00    0.00    0.01    0.00    0.00
M-            75    0.00    0.00    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00
M-            85    0.00    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00    0.00
M-           389    0.00    0.00    0.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00
M-            42    0.00    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00    0.00
M-            44    0.00    0.00    0.00    0.00    0.00    0.00    0.81    0.00    0.00    0.00
M-           363    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.12    0.00    0.00
M-           102    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.03    0.00    0.00
M-           287    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.00
M-            62    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.19    0.00
