0	0	0	0.5	0	0	0.25
0.025	0	0	0.5	0	0	0.25
0.05	0	0	0.5	0	0	0.25
0.075	0	0	0.5	0	0	0.25
0.1	0	0	0.5	0	0	0.25
0.125	0.125	0	0.5	0	0.375	0.25
0.15	0	0	0.5	0	0	0.25
0.175	0	0	0.5	0	0	0.25
0.2	0	0	0.5	0	0	0.25
0.225	0	0	0.5	0	0	0.25
0.25	0	1	0.5	0	0	0.25
0.275	0	0	0.5	0	0	0.25
0.3	0	0	0.5	0	0	0.25
0.325	0	0	0.5	0	0	0.25
0.35	0	0	0.5	0	0	0.25
0.375	0.125	0	0.5	0	0.375	0.25
0.4	0	0	0.5	0	0	0.25
0.425	0	0	0.5	0	0	0.25
0.45	0	0	0.5	0	0	0.25
0.475	0	0	0.5	0	0	0.25
0.5	0	1	0.5	0	0	0.25
0.525	0	0	0.5	0	0	0.25
0.55	0	0	0.5	0	0	0.25
0.575	0	0	0.5	0	0	0.25
0.6	0	0	0.5	0	0	0.25
0.625	0	0	0.5	0	0	0.25
0.65	0	0	0.5	0	0	0.25
0.675	0	0	0.5	0	0	0.25
0.7	0	0	0.5	0	0	0.25
0.725	0	0	0.5	0	0	0.25
0.75	0	0	0.5	0	0	0.25
0.775	0	0	0.5	0	0	0.25
0.8	0	0	0.5	0	0	0.25
0.825	0	0	0.5	0	0	0.25
0.85	0	0	0.5	0	0	0.25
0.875	0	0	0.5	0	0	0.25
0.9	0	0	0.5	0	0	0.25
0.925	0	0	0.5	0	0	0.25
0.95	0	0	0.5	0	0	0.25
0.975	0	0	0.5	0	0	0.25
1	0	0	0.5	0	0	0.25
